site,time,PM2.5,PM10,AQI
西城万寿西宫,2023-01-06 21:00:00,9.0,72.0,61.0
西城万寿西宫,2023-01-06 22:00:00,10.0,62.0,56.0
西城万寿西宫,2023-01-06 23:00:00,11.0,68.0,59.0
朝阳奥体中心,2023-01-06 0:00:00,94.0,140.0,124.0
朝阳奥体中心,2023-01-06 1:00:00,98.0,144.0,129.0
朝阳奥体中心,2023-01-06 2:00:00,106.0,160.0,139.0
朝阳奥体中心,2023-01-06 3:00:00,122.0,181.0,160.0
朝阳奥体中心,2023-01-06 4:00:00,128.0,182.0,169.0
朝阳奥体中心,2023-01-06 5:00:00,131.0,184.0,173.0
朝阳奥体中心,2023-01-06 6:00:00,111.0,155.0,145.0
朝阳奥体中心,2023-01-06 7:00:00,103.0,145.0,135.0
朝阳奥体中心,2023-01-06 8:00:00,110.0,151.0,144.0
朝阳奥体中心,2023-01-06 9:00:00,118.0,161.0,155.0
朝阳奥体中心,2023-01-06 10:00:00,121.0,170.0,159.0
朝阳奥体中心,2023-01-06 11:00:00,100.0,153.0,132.0
朝阳奥体中心,2023-01-06 12:00:00,49.0,94.0,72.0
朝阳奥体中心,2023-01-06 13:00:00,15.0,51.0,51.0
朝阳奥体中心,2023-01-06 14:00:00,14.0,59.0,55.0
朝阳奥体中心,2023-01-06 15:00:00,11.0,61.0,56.0
朝阳奥体中心,2023-01-06 16:00:00,9.0,63.0,57.0
朝阳奥体中心,2023-01-06 17:00:00,9.0,81.0,66.0
朝阳奥体中心,2023-01-06 18:00:00,10.0,101.0,76.0
朝阳奥体中心,2023-01-06 19:00:00,10.0,107.0,79.0
朝阳奥体中心,2023-01-06 20:00:00,10.0,108.0,79.0
朝阳奥体中心,2023-01-06 21:00:00,9.0,99.0,75.0
朝阳奥体中心,2023-01-06 22:00:00,9.0,91.0,71.0
朝阳奥体中心,2023-01-06 23:00:00,9.0,89.0,70.0
朝阳农展馆,2023-01-06 0:00:00,164.0,222.0,214.0
朝阳农展馆,2023-01-06 1:00:00,152.0,205.0,202.0
朝阳农展馆,2023-01-06 2:00:00,133.0,183.0,176.0
朝阳农展馆,2023-01-06 3:00:00,139.0,192.0,185.0
朝阳农展馆,2023-01-06 4:00:00,154.0,214.0,204.0
朝阳农展馆,2023-01-06 5:00:00,148.0,204.0,198.0
朝阳农展馆,2023-01-06 6:00:00,123.0,170.0,162.0
朝阳农展馆,2023-01-06 7:00:00,121.0,169.0,159.0
朝阳农展馆,2023-01-06 8:00:00,122.0,167.0,160.0
朝阳农展馆,2023-01-06 9:00:00,123.0,174.0,162.0
朝阳农展馆,2023-01-06 10:00:00,133.0,190.0,176.0
朝阳农展馆,2023-01-06 11:00:00,141.0,195.0,188.0
朝阳农展馆,2023-01-06 12:00:00,74.0,120.0,99.0
朝阳农展馆,2023-01-06 13:00:00,19.0,56.0,53.0
朝阳农展馆,2023-01-06 14:00:00,15.0,55.0,53.0
朝阳农展馆,2023-01-06 15:00:00,11.0,61.0,56.0
朝阳农展馆,2023-01-06 16:00:00,9.0,60.0,55.0
朝阳农展馆,2023-01-06 17:00:00,9.0,74.0,62.0
朝阳农展馆,2023-01-06 18:00:00,9.0,88.0,69.0
朝阳农展馆,2023-01-06 19:00:00,10.0,92.0,71.0
朝阳农展馆,2023-01-06 20:00:00,9.0,96.0,73.0
朝阳农展馆,2023-01-06 21:00:00,10.0,96.0,73.0
朝阳农展馆,2023-01-06 22:00:00,9.0,83.0,67.0
朝阳农展馆,2023-01-06 23:00:00,9.0,84.0,67.0
海淀万柳,2023-01-06 0:00:00,77.0,123.0,103.0
海淀万柳,2023-01-06 1:00:00,75.0,116.0,100.0
海淀万柳,2023-01-06 2:00:00,81.0,124.0,108.0
海淀万柳,2023-01-06 3:00:00,107.0,156.0,140.0
海淀万柳,2023-01-06 4:00:00,122.0,172.0,160.0
海淀万柳,2023-01-06 5:00:00,123.0,172.0,162.0
海淀万柳,2023-01-06 6:00:00,116.0,163.0,152.0
海淀万柳,2023-01-06 7:00:00,98.0,142.0,129.0
海淀万柳,2023-01-06 8:00:00,100.0,144.0,132.0
海淀万柳,2023-01-06 9:00:00,113.0,166.0,148.0
海淀万柳,2023-01-06 10:00:00,122.0,189.0,160.0
海淀万柳,2023-01-06 11:00:00,113.0,183.0,148.0
海淀万柳,2023-01-06 12:00:00,38.0,84.0,67.0
海淀万柳,2023-01-06 13:00:00,12.0,50.0,50.0
海淀万柳,2023-01-06 14:00:00,12.0,58.0,54.0
海淀万柳,2023-01-06 15:00:00,9.0,56.0,53.0
海淀万柳,2023-01-06 16:00:00,8.0,63.0,57.0
海淀万柳,2023-01-06 17:00:00,8.0,82.0,66.0
海淀万柳,2023-01-06 18:00:00,9.0,101.0,76.0
海淀万柳,2023-01-06 19:00:00,8.0,102.0,76.0
海淀万柳,2023-01-06 20:00:00,8.0,83.0,67.0
海淀万柳,2023-01-06 21:00:00,7.0,72.0,61.0
海淀万柳,2023-01-06 22:00:00,7.0,64.0,57.0
海淀万柳,2023-01-06 23:00:00,8.0,68.0,59.0
海淀四季青,2023-01-06 0:00:00,99.0,69.79641019204217,130.0
海淀四季青,2023-01-06 1:00:00,81.0,69.79641019204217,108.0
海淀四季青,2023-01-06 2:00:00,72.0,69.79641019204217,97.0
海淀四季青,2023-01-06 3:00:00,83.0,69.79641019204217,110.0
海淀四季青,2023-01-06 4:00:00,96.0,69.79641019204217,127.0
海淀四季青,2023-01-06 5:00:00,106.0,69.79641019204217,139.0
海淀四季青,2023-01-06 6:00:00,100.0,69.79641019204217,132.0
海淀四季青,2023-01-06 7:00:00,93.0,69.79641019204217,123.0
海淀四季青,2023-01-06 8:00:00,98.0,69.79641019204217,129.0
海淀四季青,2023-01-06 9:00:00,97.0,69.79641019204217,128.0
海淀四季青,2023-01-06 10:00:00,120.0,69.79641019204217,158.0
海淀四季青,2023-01-06 11:00:00,123.0,138.0,162.0
海淀四季青,2023-01-06 12:00:00,36.0,97.0,74.0
海淀四季青,2023-01-06 13:00:00,12.0,88.0,69.0
海淀四季青,2023-01-06 14:00:00,11.0,117.0,84.0
海淀四季青,2023-01-06 15:00:00,9.0,110.0,80.0
海淀四季青,2023-01-06 16:00:00,9.0,69.79641019204217,21.0
海淀四季青,2023-01-06 17:00:00,9.0,173.0,112.0
海淀四季青,2023-01-06 18:00:00,10.0,203.0,127.0
海淀四季青,2023-01-06 19:00:00,9.0,183.0,117.0
海淀四季青,2023-01-06 20:00:00,8.0,130.0,90.0
海淀四季青,2023-01-06 21:00:00,7.0,89.0,70.0
海淀四季青,2023-01-06 22:00:00,7.0,71.0,61.0
海淀四季青,2023-01-06 23:00:00,8.0,64.0,57.0
丰台小屯,2023-01-06 0:00:00,147.0,251.0,196.0
丰台小屯,2023-01-06 1:00:00,108.0,182.0,142.0
丰台小屯,2023-01-06 2:00:00,88.0,146.0,117.0
丰台小屯,2023-01-06 3:00:00,84.0,137.0,112.0
丰台小屯,2023-01-06 4:00:00,106.0,169.0,139.0
丰台小屯,2023-01-06 5:00:00,137.0,204.0,182.0
丰台小屯,2023-01-06 6:00:00,144.0,210.0,192.0
丰台小屯,2023-01-06 7:00:00,139.0,203.0,185.0
丰台小屯,2023-01-06 8:00:00,125.0,191.0,165.0
丰台小屯,2023-01-06 9:00:00,119.0,182.0,156.0
丰台小屯,2023-01-06 10:00:00,111.0,170.0,145.0
丰台小屯,2023-01-06 11:00:00,119.0,69.79641019204217,156.0
丰台小屯,2023-01-06 12:00:00,82.0,140.0,109.0
丰台小屯,2023-01-06 13:00:00,14.0,53.0,52.0
丰台小屯,2023-01-06 14:00:00,11.0,57.0,54.0
丰台小屯,2023-01-06 15:00:00,8.0,48.0,48.0
丰台小屯,2023-01-06 16:00:00,7.0,45.0,45.0
丰台小屯,2023-01-06 17:00:00,7.0,61.0,56.0
丰台小屯,2023-01-06 18:00:00,7.0,70.0,60.0
丰台小屯,2023-01-06 19:00:00,8.0,90.0,70.0
丰台小屯,2023-01-06 20:00:00,8.0,81.0,66.0
丰台小屯,2023-01-06 21:00:00,10.0,92.0,71.0
丰台小屯,2023-01-06 22:00:00,10.0,89.0,70.0
丰台小屯,2023-01-06 23:00:00,11.0,89.0,70.0
丰台云岗,2023-01-06 0:00:00,106.0,157.0,139.0
丰台云岗,2023-01-06 1:00:00,88.0,130.0,117.0
丰台云岗,2023-01-06 2:00:00,86.0,126.0,114.0
丰台云岗,2023-01-06 3:00:00,78.0,116.0,104.0
丰台云岗,2023-01-06 4:00:00,75.0,112.0,100.0
丰台云岗,2023-01-06 5:00:00,77.0,116.0,103.0
丰台云岗,2023-01-06 6:00:00,90.0,134.0,119.0
丰台云岗,2023-01-06 7:00:00,112.0,162.0,147.0
丰台云岗,2023-01-06 8:00:00,103.0,149.0,135.0
丰台云岗,2023-01-06 9:00:00,93.0,136.0,123.0
丰台云岗,2023-01-06 10:00:00,107.0,160.0,140.0
丰台云岗,2023-01-06 11:00:00,141.0,203.0,188.0
丰台云岗,2023-01-06 12:00:00,137.0,196.0,182.0
丰台云岗,2023-01-06 13:00:00,35.0,64.0,57.0
丰台云岗,2023-01-06 14:00:00,12.0,42.0,42.0
丰台云岗,2023-01-06 15:00:00,8.0,35.0,35.0
丰台云岗,2023-01-06 16:00:00,7.0,34.0,34.0
丰台云岗,2023-01-06 17:00:00,7.0,37.0,37.0
丰台云岗,2023-01-06 18:00:00,7.0,45.0,45.0
丰台云岗,2023-01-06 19:00:00,7.0,51.0,51.0
丰台云岗,2023-01-06 20:00:00,8.0,60.0,55.0
丰台云岗,2023-01-06 21:00:00,8.0,58.0,54.0
丰台云岗,2023-01-06 22:00:00,9.0,60.0,55.0
丰台云岗,2023-01-06 23:00:00,15.0,73.0,62.0
石景山古城,2023-01-06 0:00:00,32.46676550531258,162.0,61.24772894672232
石景山古城,2023-01-06 1:00:00,32.46676550531258,161.0,61.24772894672232
石景山古城,2023-01-06 2:00:00,32.46676550531258,143.0,61.24772894672232
石景山古城,2023-01-06 3:00:00,32.46676550531258,129.0,61.24772894672232
石景山古城,2023-01-06 4:00:00,32.46676550531258,122.0,61.24772894672232
石景山古城,2023-01-06 5:00:00,32.46676550531258,145.0,61.24772894672232
石景山古城,2023-01-06 6:00:00,32.46676550531258,184.0,61.24772894672232
石景山古城,2023-01-06 7:00:00,32.46676550531258,167.0,61.24772894672232
石景山古城,2023-01-06 8:00:00,32.46676550531258,162.0,61.24772894672232
石景山古城,2023-01-06 9:00:00,117.0,177.0,153.0
石景山古城,2023-01-06 10:00:00,110.0,177.0,144.0
石景山古城,2023-01-06 11:00:00,101.0,177.0,133.0
石景山古城,2023-01-06 12:00:00,17.0,67.0,59.0
石景山古城,2023-01-06 13:00:00,13.0,63.0,57.0
石景山古城,2023-01-06 14:00:00,11.0,64.0,57.0
石景山古城,2023-01-06 15:00:00,8.0,55.0,53.0
石景山古城,2023-01-06 16:00:00,7.0,60.0,55.0
石景山古城,2023-01-06 17:00:00,7.0,68.0,59.0
石景山古城,2023-01-06 18:00:00,8.0,79.0,65.0
石景山古城,2023-01-06 19:00:00,9.0,102.0,76.0
石景山古城,2023-01-06 20:00:00,10.0,95.0,73.0
石景山古城,2023-01-06 21:00:00,16.0,123.0,87.0
石景山古城,2023-01-06 22:00:00,11.0,98.0,74.0
石景山古城,2023-01-06 23:00:00,11.0,89.0,70.0
东城东四,2023-01-07 0:00:00,10.0,51.0,51.0
东城东四,2023-01-07 1:00:00,11.0,52.0,51.0
东城东四,2023-01-07 2:00:00,15.0,58.0,54.0
东城东四,2023-01-07 3:00:00,15.0,60.0,55.0
东城东四,2023-01-07 4:00:00,15.0,63.0,57.0
东城东四,2023-01-07 5:00:00,14.0,62.0,56.0
东城东四,2023-01-07 6:00:00,13.0,57.0,54.0
东城东四,2023-01-07 7:00:00,12.0,50.0,50.0
东城东四,2023-01-07 8:00:00,10.0,42.0,42.0
东城东四,2023-01-07 9:00:00,11.0,43.0,43.0
东城东四,2023-01-07 10:00:00,12.0,44.0,44.0
东城东四,2023-01-07 11:00:00,14.0,49.0,49.0
东城东四,2023-01-07 12:00:00,14.0,49.0,49.0
东城东四,2023-01-07 13:00:00,17.0,56.0,53.0
东城东四,2023-01-07 14:00:00,17.0,57.0,54.0
东城东四,2023-01-07 15:00:00,21.0,68.0,59.0
东城东四,2023-01-07 16:00:00,22.0,69.79641019204217,32.0
东城东四,2023-01-07 17:00:00,26.0,69.79641019204217,38.0
东城东四,2023-01-07 18:00:00,28.0,69.79641019204217,40.0
东城东四,2023-01-07 19:00:00,35.0,69.79641019204217,50.0
东城东四,2023-01-07 20:00:00,40.0,69.79641019204217,57.0
东城东四,2023-01-07 21:00:00,54.0,69.79641019204217,74.0
东城东四,2023-01-07 22:00:00,50.0,69.79641019204217,69.0
东城东四,2023-01-07 23:00:00,36.0,69.79641019204217,52.0
东城天坛,2023-01-07 0:00:00,9.0,66.0,58.0
东城天坛,2023-01-07 1:00:00,9.0,69.0,60.0
东城天坛,2023-01-07 2:00:00,10.0,65.0,58.0
东城天坛,2023-01-07 3:00:00,11.0,67.0,59.0
东城天坛,2023-01-07 4:00:00,12.0,71.0,61.0
东城天坛,2023-01-07 5:00:00,14.0,73.0,62.0
东城天坛,2023-01-07 6:00:00,14.0,70.0,60.0
东城天坛,2023-01-07 7:00:00,14.0,69.0,60.0
东城天坛,2023-01-07 8:00:00,13.0,68.0,59.0
东城天坛,2023-01-07 9:00:00,14.0,76.0,63.0
东城天坛,2023-01-07 10:00:00,12.0,64.0,57.0
东城天坛,2023-01-07 11:00:00,13.0,63.0,57.0
东城天坛,2023-01-07 12:00:00,15.0,72.0,61.0
东城天坛,2023-01-07 13:00:00,15.0,71.0,61.0
东城天坛,2023-01-07 14:00:00,17.0,79.0,65.0
东城天坛,2023-01-07 15:00:00,19.0,87.0,69.0
东城天坛,2023-01-07 16:00:00,22.0,94.0,72.0
东城天坛,2023-01-07 17:00:00,23.0,93.0,72.0
东城天坛,2023-01-07 18:00:00,24.0,89.0,70.0
东城天坛,2023-01-07 19:00:00,27.0,93.0,72.0
东城天坛,2023-01-07 20:00:00,34.0,99.0,75.0
东城天坛,2023-01-07 21:00:00,36.0,97.0,74.0
东城天坛,2023-01-07 22:00:00,38.0,98.0,74.0
东城天坛,2023-01-07 23:00:00,40.0,97.0,74.0
西城官园,2023-01-07 0:00:00,13.0,69.79641019204217,28.0
西城官园,2023-01-07 1:00:00,21.0,114.0,82.0
西城官园,2023-01-07 2:00:00,14.0,83.0,67.0
西城官园,2023-01-07 3:00:00,15.0,89.0,70.0
西城官园,2023-01-07 4:00:00,18.0,96.0,73.0
西城官园,2023-01-07 5:00:00,16.0,85.0,68.0
西城官园,2023-01-07 6:00:00,14.0,80.0,65.0
西城官园,2023-01-07 7:00:00,14.0,77.0,64.0
西城官园,2023-01-07 8:00:00,14.0,73.0,62.0
西城官园,2023-01-07 9:00:00,15.0,73.0,62.0
西城官园,2023-01-07 10:00:00,16.0,79.0,65.0
西城官园,2023-01-07 11:00:00,15.0,71.0,61.0
西城官园,2023-01-07 12:00:00,17.0,76.0,63.0
西城官园,2023-01-07 13:00:00,18.0,78.0,64.0
西城官园,2023-01-07 14:00:00,20.0,81.0,66.0
西城官园,2023-01-07 15:00:00,25.0,89.0,70.0
西城官园,2023-01-07 16:00:00,29.0,100.0,75.0
西城官园,2023-01-07 17:00:00,32.0,103.0,77.0
西城官园,2023-01-07 18:00:00,36.0,103.0,77.0
西城官园,2023-01-07 19:00:00,36.0,102.0,76.0
西城官园,2023-01-07 20:00:00,37.0,108.0,79.0
西城官园,2023-01-07 21:00:00,33.0,105.0,78.0
西城官园,2023-01-07 22:00:00,34.0,104.0,77.0
西城官园,2023-01-07 23:00:00,32.46676550531258,69.79641019204217,35.0
西城万寿西宫,2023-01-07 0:00:00,10.0,66.0,58.0
西城万寿西宫,2023-01-07 1:00:00,10.0,67.0,59.0
西城万寿西宫,2023-01-07 2:00:00,12.0,73.0,62.0
西城万寿西宫,2023-01-07 3:00:00,17.0,89.0,70.0
西城万寿西宫,2023-01-07 4:00:00,19.0,99.0,75.0
西城万寿西宫,2023-01-07 5:00:00,20.0,95.0,73.0
西城万寿西宫,2023-01-07 6:00:00,16.0,82.0,66.0
西城万寿西宫,2023-01-07 7:00:00,16.0,82.0,66.0
西城万寿西宫,2023-01-07 8:00:00,17.0,82.0,66.0
西城万寿西宫,2023-01-07 9:00:00,13.0,60.0,55.0
西城万寿西宫,2023-01-07 10:00:00,14.0,60.0,55.0
西城万寿西宫,2023-01-07 11:00:00,14.0,67.0,59.0
西城万寿西宫,2023-01-07 12:00:00,15.0,72.0,61.0
西城万寿西宫,2023-01-07 13:00:00,18.0,77.0,64.0
西城万寿西宫,2023-01-07 14:00:00,20.0,83.0,67.0
西城万寿西宫,2023-01-07 15:00:00,23.0,94.0,72.0
西城万寿西宫,2023-01-07 16:00:00,25.0,96.0,73.0
西城万寿西宫,2023-01-07 17:00:00,27.0,100.0,75.0
西城万寿西宫,2023-01-07 18:00:00,32.0,102.0,76.0
西城万寿西宫,2023-01-07 19:00:00,39.0,113.0,82.0
西城万寿西宫,2023-01-07 20:00:00,40.0,114.0,82.0
西城万寿西宫,2023-01-07 21:00:00,46.0,121.0,86.0
西城万寿西宫,2023-01-07 22:00:00,45.0,116.0,83.0
西城万寿西宫,2023-01-07 23:00:00,39.0,104.0,77.0
朝阳奥体中心,2023-01-07 0:00:00,10.0,87.0,69.0
朝阳奥体中心,2023-01-07 1:00:00,11.0,90.0,70.0
朝阳奥体中心,2023-01-07 2:00:00,14.0,106.0,78.0
朝阳奥体中心,2023-01-07 3:00:00,15.0,108.0,79.0
朝阳奥体中心,2023-01-07 4:00:00,13.0,94.0,72.0
朝阳奥体中心,2023-01-07 5:00:00,12.0,90.0,70.0
朝阳奥体中心,2023-01-07 6:00:00,11.0,80.0,65.0
朝阳奥体中心,2023-01-07 7:00:00,11.0,73.0,62.0
朝阳奥体中心,2023-01-07 8:00:00,11.0,70.0,60.0
朝阳奥体中心,2023-01-07 9:00:00,10.0,60.0,55.0
朝阳奥体中心,2023-01-07 10:00:00,11.0,59.0,55.0
朝阳奥体中心,2023-01-07 11:00:00,11.0,61.0,56.0
朝阳奥体中心,2023-01-07 12:00:00,13.0,67.0,59.0
朝阳奥体中心,2023-01-07 13:00:00,15.0,72.0,61.0
朝阳奥体中心,2023-01-07 14:00:00,20.0,72.0,61.0
朝阳奥体中心,2023-01-07 15:00:00,19.0,79.0,65.0
朝阳奥体中心,2023-01-07 16:00:00,19.0,80.0,65.0
朝阳奥体中心,2023-01-07 17:00:00,23.0,88.0,69.0
朝阳奥体中心,2023-01-07 18:00:00,25.0,90.0,70.0
朝阳奥体中心,2023-01-07 19:00:00,23.0,89.0,70.0
朝阳奥体中心,2023-01-07 20:00:00,25.0,96.0,73.0
朝阳奥体中心,2023-01-07 21:00:00,27.0,98.0,74.0
朝阳奥体中心,2023-01-07 22:00:00,28.0,101.0,76.0
朝阳奥体中心,2023-01-07 23:00:00,30.0,107.0,79.0
朝阳农展馆,2023-01-07 0:00:00,10.0,83.0,67.0
朝阳农展馆,2023-01-07 1:00:00,11.0,91.0,71.0
朝阳农展馆,2023-01-07 2:00:00,13.0,101.0,76.0
朝阳农展馆,2023-01-07 3:00:00,13.0,100.0,75.0
朝阳农展馆,2023-01-07 4:00:00,12.0,94.0,72.0
朝阳农展馆,2023-01-07 5:00:00,10.0,82.0,66.0
朝阳农展馆,2023-01-07 6:00:00,11.0,82.0,66.0
朝阳农展馆,2023-01-07 7:00:00,12.0,78.0,64.0
朝阳农展馆,2023-01-07 8:00:00,11.0,67.0,59.0
朝阳农展馆,2023-01-07 9:00:00,10.0,63.0,57.0
朝阳农展馆,2023-01-07 10:00:00,11.0,68.0,59.0
朝阳农展馆,2023-01-07 11:00:00,17.0,74.0,62.0
朝阳农展馆,2023-01-07 12:00:00,16.0,78.0,64.0
朝阳农展馆,2023-01-07 13:00:00,17.0,79.0,65.0
朝阳农展馆,2023-01-07 14:00:00,17.0,78.0,64.0
朝阳农展馆,2023-01-07 15:00:00,21.0,88.0,69.0
朝阳农展馆,2023-01-07 16:00:00,23.0,93.0,72.0
朝阳农展馆,2023-01-07 17:00:00,25.0,100.0,75.0
朝阳农展馆,2023-01-07 18:00:00,25.0,98.0,74.0
朝阳农展馆,2023-01-07 19:00:00,30.0,108.0,79.0
朝阳农展馆,2023-01-07 20:00:00,37.0,118.0,84.0
朝阳农展馆,2023-01-07 21:00:00,35.0,113.0,82.0
朝阳农展馆,2023-01-07 22:00:00,36.0,112.0,81.0
朝阳农展馆,2023-01-07 23:00:00,38.0,114.0,82.0
海淀万柳,2023-01-07 0:00:00,9.0,77.0,64.0
海淀万柳,2023-01-07 1:00:00,9.0,76.0,63.0
海淀万柳,2023-01-07 2:00:00,10.0,80.0,65.0
海淀万柳,2023-01-07 3:00:00,11.0,80.0,65.0
海淀万柳,2023-01-07 4:00:00,11.0,83.0,67.0
海淀万柳,2023-01-07 5:00:00,13.0,95.0,73.0
海淀万柳,2023-01-07 6:00:00,15.0,102.0,76.0
海淀万柳,2023-01-07 7:00:00,14.0,97.0,74.0
海淀万柳,2023-01-07 8:00:00,15.0,100.0,75.0
海淀万柳,2023-01-07 9:00:00,16.0,110.0,80.0
海淀万柳,2023-01-07 10:00:00,18.0,109.0,80.0
海淀万柳,2023-01-07 11:00:00,14.0,79.0,65.0
海淀万柳,2023-01-07 12:00:00,13.0,78.0,64.0
海淀万柳,2023-01-07 13:00:00,14.0,82.0,66.0
海淀万柳,2023-01-07 14:00:00,16.0,88.0,69.0
海淀万柳,2023-01-07 15:00:00,18.0,89.0,70.0
海淀万柳,2023-01-07 16:00:00,18.0,89.0,70.0
海淀万柳,2023-01-07 17:00:00,22.0,101.0,76.0
海淀万柳,2023-01-07 18:00:00,23.0,114.0,82.0
海淀万柳,2023-01-07 19:00:00,24.0,111.0,81.0
海淀万柳,2023-01-07 20:00:00,25.0,105.0,78.0
海淀万柳,2023-01-07 21:00:00,27.0,114.0,82.0
海淀万柳,2023-01-07 22:00:00,29.0,114.0,82.0
海淀万柳,2023-01-07 23:00:00,28.0,105.0,78.0
海淀四季青,2023-01-07 0:00:00,8.0,64.0,57.0
海淀四季青,2023-01-07 1:00:00,8.0,54.0,52.0
海淀四季青,2023-01-07 2:00:00,10.0,59.0,55.0
海淀四季青,2023-01-07 3:00:00,10.0,60.0,55.0
海淀四季青,2023-01-07 4:00:00,9.0,55.0,53.0
海淀四季青,2023-01-07 5:00:00,10.0,61.0,56.0
海淀四季青,2023-01-07 6:00:00,11.0,64.0,57.0
海淀四季青,2023-01-07 7:00:00,11.0,63.0,57.0
海淀四季青,2023-01-07 8:00:00,11.0,57.0,54.0
海淀四季青,2023-01-07 9:00:00,11.0,58.0,54.0
海淀四季青,2023-01-07 10:00:00,14.0,69.0,60.0
海淀四季青,2023-01-07 11:00:00,14.0,67.0,59.0
海淀四季青,2023-01-07 12:00:00,14.0,67.0,59.0
海淀四季青,2023-01-07 13:00:00,15.0,67.0,59.0
海淀四季青,2023-01-07 14:00:00,16.0,64.0,57.0
海淀四季青,2023-01-07 15:00:00,18.0,70.0,60.0
海淀四季青,2023-01-07 16:00:00,20.0,67.0,59.0
海淀四季青,2023-01-07 17:00:00,21.0,74.0,62.0
海淀四季青,2023-01-07 18:00:00,22.0,89.0,70.0
海淀四季青,2023-01-07 19:00:00,23.0,83.0,67.0
海淀四季青,2023-01-07 20:00:00,23.0,75.0,63.0
海淀四季青,2023-01-07 21:00:00,25.0,73.0,62.0
海淀四季青,2023-01-07 22:00:00,27.0,82.0,66.0
海淀四季青,2023-01-07 23:00:00,25.0,74.0,62.0
丰台小屯,2023-01-07 0:00:00,12.0,101.0,76.0
丰台小屯,2023-01-07 1:00:00,16.0,114.0,82.0
丰台小屯,2023-01-07 2:00:00,23.0,144.0,97.0
丰台小屯,2023-01-07 3:00:00,24.0,134.0,92.0
丰台小屯,2023-01-07 4:00:00,19.0,113.0,82.0
丰台小屯,2023-01-07 5:00:00,16.0,98.0,74.0
丰台小屯,2023-01-07 6:00:00,20.0,107.0,79.0
丰台小屯,2023-01-07 7:00:00,21.0,109.0,80.0
丰台小屯,2023-01-07 8:00:00,22.0,109.0,80.0
丰台小屯,2023-01-07 9:00:00,23.0,116.0,83.0
丰台小屯,2023-01-07 10:00:00,19.0,103.0,77.0
丰台小屯,2023-01-07 11:00:00,25.0,107.0,79.0
丰台小屯,2023-01-07 12:00:00,18.0,82.0,66.0
丰台小屯,2023-01-07 13:00:00,18.0,83.0,67.0
丰台小屯,2023-01-07 14:00:00,19.0,86.0,68.0
丰台小屯,2023-01-07 15:00:00,24.0,97.0,74.0
丰台小屯,2023-01-07 16:00:00,25.0,99.0,75.0
丰台小屯,2023-01-07 17:00:00,27.0,103.0,77.0
丰台小屯,2023-01-07 18:00:00,28.0,108.0,79.0
丰台小屯,2023-01-07 19:00:00,30.0,113.0,82.0
丰台小屯,2023-01-07 20:00:00,42.0,140.0,95.0
丰台小屯,2023-01-07 21:00:00,45.0,148.0,99.0
丰台小屯,2023-01-07 22:00:00,48.0,150.0,100.0
丰台小屯,2023-01-07 23:00:00,41.0,131.0,91.0
丰台云岗,2023-01-07 0:00:00,19.0,90.0,70.0
丰台云岗,2023-01-07 1:00:00,11.0,69.0,60.0
丰台云岗,2023-01-07 2:00:00,14.0,78.0,64.0
丰台云岗,2023-01-07 3:00:00,14.0,80.0,65.0
丰台云岗,2023-01-07 4:00:00,15.0,84.0,67.0
丰台云岗,2023-01-07 5:00:00,19.0,102.0,76.0
丰台云岗,2023-01-07 6:00:00,17.0,90.0,70.0
丰台云岗,2023-01-07 7:00:00,14.0,83.0,67.0
丰台云岗,2023-01-07 8:00:00,12.0,73.0,62.0
丰台云岗,2023-01-07 9:00:00,16.0,89.0,70.0
丰台云岗,2023-01-07 10:00:00,16.0,92.0,71.0
丰台云岗,2023-01-07 11:00:00,15.0,85.0,68.0
丰台云岗,2023-01-07 12:00:00,16.0,86.0,68.0
丰台云岗,2023-01-07 13:00:00,19.0,97.0,74.0
丰台云岗,2023-01-07 14:00:00,21.0,96.0,73.0
丰台云岗,2023-01-07 15:00:00,32.46676550531258,69.79641019204217,22.0
丰台云岗,2023-01-07 16:00:00,32.46676550531258,69.79641019204217,22.0
丰台云岗,2023-01-07 17:00:00,25.0,69.79641019204217,36.0
丰台云岗,2023-01-07 18:00:00,24.0,69.79641019204217,35.0
丰台云岗,2023-01-07 19:00:00,26.0,69.79641019204217,38.0
丰台云岗,2023-01-07 20:00:00,25.0,111.0,81.0
丰台云岗,2023-01-07 21:00:00,25.0,113.0,82.0
丰台云岗,2023-01-07 22:00:00,24.0,110.0,80.0
丰台云岗,2023-01-07 23:00:00,25.0,115.0,83.0
石景山古城,2023-01-07 0:00:00,14.0,106.0,78.0
石景山古城,2023-01-07 1:00:00,15.0,100.0,75.0
石景山古城,2023-01-07 2:00:00,13.0,92.0,71.0
石景山古城,2023-01-07 3:00:00,13.0,83.0,67.0
石景山古城,2023-01-07 4:00:00,13.0,82.0,66.0
石景山古城,2023-01-07 5:00:00,13.0,80.0,65.0
石景山古城,2023-01-07 6:00:00,14.0,79.0,65.0
石景山古城,2023-01-07 7:00:00,14.0,83.0,67.0
石景山古城,2023-01-07 8:00:00,16.0,84.0,67.0
石景山古城,2023-01-07 9:00:00,19.0,96.0,73.0
石景山古城,2023-01-07 10:00:00,16.0,86.0,68.0
石景山古城,2023-01-07 11:00:00,16.0,86.0,68.0
石景山古城,2023-01-07 12:00:00,18.0,91.0,71.0
石景山古城,2023-01-07 13:00:00,16.0,83.0,67.0
石景山古城,2023-01-07 14:00:00,19.0,86.0,68.0
